timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
84.900;f_1.95;85.89;0.01;12.95
84.900;f_1.96;133.00;0.00;12.97
85.000;f_0.0;80.57;-0.04;12.15
85.000;f_1.94;81.20;0.07;12.77
85.000;f_1.97;184.30;0.00;12.97
85.000;f_1.95;85.87;0.01;12.96
85.000;f_1.96;131.62;0.00;12.97
85.100;f_0.0;80.74;-0.04;12.09
85.100;f_1.94;81.18;0.07;12.77
85.100;f_1.97;184.29;0.00;12.97
85.100;f_1.95;85.85;0.00;12.96
85.100;f_1.96;130.22;0.00;12.97
85.200;f_0.0;80.91;-0.04;12.04
85.200;f_1.94;81.16;0.07;12.77
85.200;f_1.97;184.25;0.00;12.97
85.200;f_1.95;85.83;0.00;12.96
85.200;f_1.96;128.81;0.00;12.97
85.300;f_0.0;81.08;-0.04;11.98
85.300;f_1.94;81.14;0.07;12.77
85.300;f_1.97;184.19;0.00;12.97
85.300;f_1.95;85.81;0.00;12.96
85.300;f_1.96;127.39;0.00;12.97
85.400;f_0.0;81.25;-0.04;11.93
85.400;f_1.94;81.12;0.07;12.76
85.400;f_1.97;184.10;0.00;12.97
85.400;f_1.95;85.79;0.00;12.96
85.400;f_1.96;126.00;0.00;12.97
85.500;f_0.0;81.42;-0.04;11.87
85.500;f_1.94;81.30;0.07;12.71
85.500;f_1.97;183.99;0.00;12.97
85.500;f_1.95;85.97;0.01;12.93
85.500;f_1.96;124.64;0.00;12.97
85.600;f_0.0;81.59;-0.04;11.82
85.600;f_1.94;81.47;0.07;12.65
85.600;f_1.97;183.85;0.00;12.97
85.600;f_1.95;86.14;0.01;12.88
85.600;f_1.96;123.31;0.00;12.97
85.700;f_0.0;81.76;-0.04;11.77
85.700;f_1.94;81.64;0.07;12.59
85.700;f_1.97;183.69;0.00;12.97
85.700;f_1.95;86.31;0.01;12.84
85.700;f_1.96;122.01;0.00;12.97
85.800;f_0.0;81.92;-0.04;11.71
85.800;f_1.94;81.80;0.07;12.54
85.800;f_1.97;183.50;0.00;12.97
85.800;f_1.95;86.47;0.01;12.80
85.800;f_1.96;120.75;0.00;12.97
85.900;f_0.0;82.09;-0.04;11.66
85.900;f_1.94;81.97;0.07;12.49
85.900;f_1.97;183.30;0.00;12.97
85.900;f_1.95;86.63;0.01;12.77
85.900;f_1.96;119.53;0.00;12.97
86.000;f_0.0;82.25;-0.04;11.61
86.000;f_1.94;82.13;0.07;12.43
86.000;f_1.97;183.07;0.00;12.97
86.000;f_1.95;86.80;0.01;12.74
86.000;f_1.96;118.35;0.00;12.97
86.100;f_0.0;82.41;-0.04;11.56
86.100;f_1.94;82.29;0.07;12.38
86.100;f_1.97;182.83;0.00;12.97
86.100;f_1.95;86.96;0.01;12.71
86.100;f_1.96;117.20;0.00;12.97
86.200;f_0.0;82.57;-0.04;11.51
86.200;f_1.94;82.45;0.07;12.33
86.200;f_1.97;182.56;0.00;12.97
86.200;f_1.95;87.11;0.01;12.69
86.200;f_1.96;116.08;0.00;12.97
86.300;f_0.0;82.73;-0.04;11.45
86.300;f_1.94;82.61;0.07;12.28
86.300;f_1.97;182.28;0.00;12.97
86.300;f_1.95;87.27;0.01;12.67
86.300;f_1.96;114.99;0.00;12.97
86.400;f_0.0;82.88;-0.04;11.40
86.400;f_1.94;82.76;0.07;12.23
86.400;f_1.97;181.97;0.00;12.97
86.400;f_1.95;87.43;0.01;12.65
86.400;f_1.96;113.94;0.00;12.97
86.500;f_0.0;83.04;-0.04;11.36
86.500;f_1.94;82.92;0.07;12.18
86.500;f_1.97;181.64;0.00;12.97
86.500;f_1.95;87.58;0.01
