timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
41.900;f_1.87;-91.20;0.00;12.97
41.900;f_1.88;34.46;0.00;12.97
42.000;f_0.0;125.94;-0.04;9.37
42.000;f_1.89;118.61;0.00;12.97
42.000;f_1.90;183.29;0.00;12.97
42.000;f_1.87;-92.68;0.00;12.97
42.000;f_1.88;33.24;0.00;12.97
42.100;f_0.0;126.05;-0.04;9.37
42.100;f_1.89;117.22;0.00;12.97
42.100;f_1.90;183.07;0.00;12.97
42.100;f_1.87;-94.15;0.00;12.97
42.100;f_1.88;32.02;0.00;12.97
42.200;f_0.0;126.17;-0.04;9.37
42.200;f_1.89;115.83;0.00;12.97
42.200;f_1.90;182.82;0.00;12.97
42.200;f_1.87;-95.62;0.00;12.97
42.200;f_1.88;30.80;0.00;12.97
42.300;f_0.0;126.28;-0.04;9.37
42.300;f_1.89;114.44;0.00;12.97
42.300;f_1.90;182.57;0.00;12.97
42.300;f_1.87;-97.10;0.00;12.97
42.300;f_1.88;29.58;0.00;12.97
42.400;f_0.0;126.39;-0.04;9.37
42.400;f_1.89;113.06;0.00;12.97
42.400;f_1.90;182.29;0.00;12.97
42.400;f_1.88;28.36;0.00;12.97
42.500;f_0.0;126.51;-0.04;9.37
42.500;f_1.89;111.66;0.00;12.97
42.500;f_1.90;182.00;0.00;12.97
42.500;f_1.88;27.14;0.00;12.97
42.600;f_0.0;126.62;-0.04;9.37
42.600;f_1.89;110.27;0.00;12.97
42.600;f_1.90;181.69;0.00;12.97
42.600;f_1.88;25.91;0.00;12.97
42.700;f_0.0;126.73;-0.04;9.36
42.700;f_1.89;108.88;0.00;12.97
42.700;f_1.90;181.35;0.00;12.97
42.700;f_1.88;24.69;0.00;12.97
42.800;f_0.0;126.85;-0.04;9.36
42.800;f_1.89;107.50;0.00;12.97
42.800;f_1.90;181.00;0.00;12.97
42.800;f_1.88;23.47;0.00;12.97
42.900;f_0.0;126.96;-0.04;9.36
42.900;f_1.89;106.10;0.00;12.97
42.900;f_1.90;180.63;0.00;12.97
42.900;f_1.88;22.25;0.00;12.97
43.000;f_0.0;127.08;-0.04;9.36
43.000;f_1.89;104.72;0.00;12.97
43.000;f_1.90;180.24;0.00;12.97
43.000;f_1.88;21.03;0.00;12.97
43.100;f_0.0;127.19;-0.04;9.36
43.100;f_1.89;103.33;0.00;12.97
43.100;f_1.90;179.82;0.00;12.97
43.100;f_1.88;19.81;0.00;12.97
43.200;f_0.0;127.30;-0.04;9.36
43.200;f_1.89;101.95;0.00;12.97
43.200;f_1.90;179.38;0.00;12.97
43.200;f_1.88;18.59;0.00;12.97
43.300;f_0.0;127.42;-0.04;9.36
43.300;f_1.89;100.56;0.00;12.97
43.300;f_1.90;178.93;0.00;12.97
43.300;f_1.88;17.37;0.00;12.97
43.400;f_0.0;127.53;-0.04;9.36
43.400;f_1.89;99.17;0.00;12.97
43.400;f_1.90;178.45;0.00;12.97
43.400;f_1.88;16.16;0.00;12.97
43.500;f_0.0;127.64;-0.04;9.36
43.500;f_1.89;97.78;0.00;12.97
43.500;f_1.90;177.96;0.00;12.97
43.500;f_1.88;14.94;0.00;12.97
43.600;f_0.0;127.75;-0.04;9.36
43.600;f_1.89;96.96;0.00;12.97
43.600;f_1.90;177.66;0.00;12.97
43.600;f_1.91;184.30;0.00;12.97
43.600;f_1.88;14.21;0.00;12.97
43.700;f_0.0;127.87;-0.04;9.36
43.700;f_1.89;92.77;0.00;12.97
43.700;f_1.90;174.20;0.00;12.97
43.700;f_1.91;183.97;0.00;12.97
43.700;f_1.88;10.54;0.00;12.97
43.800;f_0.0;127.98;-0.04;9.36
43.800;f_1.89;82.96;0.00;12.97
43.800;f_1.90;166.09;0.00;12.97
43.800;f_1.91;183.19;0.00;12.97
43.800;f_1.88;1.95;0.00;12.97
43.900;f_0.0;128.09;-0.04;9.36
43.900;f_1.89;73.95;0.00;12.97
43.900;f_1.90;158.61;0.00;12.97
43.900;f_1.91;182.42;0.00;12.97
43.900;f_1.88;-5.94;0.00;12.97
44.000;f_0.0;128.20;-0.04;9.36
44.000;f_1.89;65.65;0.00;12.97
44.000;f_1.90;151.69;0.00;12.97
44.000;f_1.91;181.66;0.00;12.97
44.000;f_1.88;-13.21;0.00;12.97
44.100;f_0.0;128.32;-0.04;9.36
44.100;f_1.89;58.04;0.00;12.97
44.100;f_1.90;145.31;0.00;12.97
44.100;f_1.91;180.91;0.00;12.97
44.100;f_1.88;-19.88;0.00;12.97
44.200;f_0.0;128.43;-0.04;9.36
44.200;f_1.89;51.03;0.00;12.97
44.200;f_1.90;139.42;0.00;12.97
44.200;f_1.91;180.17;0.00;12.97
44.200;f_1.88;-26.02;0.00;12.97
44.300;f_0.0;128.54;-0.04;9.36
44.300;f_1.89;44.56;0.00;12.97
44.300;f_1.90;133.95;0.00;12.97
44.300;f_1.91;179.44;0.00;12.97
44.300;f_1.88;-31.69;0.00;12.97
44.400;f_0.0;128.65;-0.04;9.36
44.400;f_1.89;38.58;0.00;12.97
44.400;f_1.90;128.86;0.00;12.97
44.400;f_1.91;178.71;0.00;12.97
44.400;f_1.88;-36.93;0.00;12.97
44.500;f_0.0;128.77;-0.04;9.36
44.500;f_1.89;33.01;0.00;12.97
44.500;f_1.90;124.10;0.00;12.97
44.500;f_1.91;177.96;0.00;12.97
44.500;f_1.88;-41.81;0.00;12.97
44.600;f_0.0;128.88;-0.04;9.36
44.600;f_1.89;27.88;0.00;12.97
44.600;f_1.90;119.69;0.00;12.97
44.600;f_1.91;177.23;0.00;12.97
44.600;f_1.88;-46.32;0.00;12.97
44.700;f_0.0;128.99;-0.04;9.36
44.700;f_1.89;23.10;0.00;12.97
44.700;f_1.90;115.56;0.00;12.97
44.700;f_1.91;176.50;0.00;12.97
44.700;f_1.88;-50.50;0.00;12.97
44.800;f_0.0;129.10;-0.04;9.36
44.800;f_1.89;18.65;0.00;12.97
44.800;f_1.90;111.68;0.00;12.97
44.800;f_1.91;175.76;0.00;12.97
44.800;f_1.88;-54.40;0.00;12.97
44.900;f_0.0;129.21;-0.04;9.36
44.900;f_1.89;14.49;0.00;12.97
44.900;f_1.90;108.05;0.00;12.97
44.900;f_1.91;175.01;0.00;12.97
44.900;f_1.88;-58.04;0.00;12.97
45.000;f_0.0;129.33;-0.04;9.36
45.000;f_1.89;10.59;0.00;12.97
45.000;f_1.90;104.63;0.00;12.97
45.000;f_1.91;174.27;0.00;12.97
45.000;f_1.88;-61.45;0.00;12.97
45.100;f_0.0;129.44;-0.04;9.36
45.100;f_1.89;6.94;0.00;12.97
45.100;f_1.90;101.39;0.00;12.97
45.100;f_1.91;173.51;0.00;12.97
45.100;f_1.88;-64.65;0.00;12.97
45.200;f_0.0;129.55;-0.04;9.36
45.200;f_1.89;3.50;0.00;12.97
45.200;f_1.90;98.32;0.00;12.97
45.200;f_1.91;172.74;0.00;12.97
45.200;f_1.88;-67.65;0.00;12.97
45.300;f_0.0;129.66;-0.04;9.36
45.300;f_1.89;0.27;0.00;12.97
45.300;f_1.90;95.42;0.00;12.97
45.300;f_1.91;171.96;0.00;12.97
45.300;f_1.88;-70.48;0.00;12.97
45.400;f_0.0;129.77;-0.04;9.36
45.400;f_1.89;-2.79;0.00;12.97
45.400;f_1.90;92.65;0.00;12.97
45.400;f_1.91;171.17;0.00;12.97
45.400;f_1.88;-73.16;0.00;12.97
45.500;f_0.0;129.88;-0.04;9.36
45.500;f_1.89;-5.69;0.00;12.97
45.500;f_1.90;90.00;0.00;12.97
45.500;f_1.91;170.37;0.00;12.97
45.500;f_1.88;-75.69;0.00;12.97
45.600;f_0.0;129.99;-0.04;9.36
45.600;f_1.89;-8.45;0.00;12.97
45.600;f_1.90;87.47;0.00;12.97
45.600;f_1.91;169.55;0.00;12.97
45.600;f_1.88;-78.10;0.00;12.97
45.700;f_0.0;130.10;-0.04;9.36
45.700;f_1.89;-11.07;0.00;12.97
45.700;f_1.90;85.05;0.00;12.97
45.700;f_1.91;168.72;0.00;12.97
45.700;f_1.88;-80.39;0.00;12.97
45.800;f_0.0;130.22;-0.04;9.36
45.800;f_1.89;-13.57;0.00;12.97
45.800;f_1.90;82.72;0.00;12.97
45.800;f_1.91;167.88;0.00;12.97
45.800;f_1.88;-82.58;0.00;12.97
45.900;f_0.0;130.33;-0.04;9.36
45.900;f_1.89;-15.96;0.00;12.97
45.900;f_1.90;80.47;0.00;12.97
45.900;f_1.91;167.02;0.00;12.97
45.900;f_1.88;-84.68;0.00;12.97
46.000;f_0.0;130.44;-0.04;9.36
46.000;f_1.89;-18.27;0.00;12.97
46.000;f_1.90;78.30;0.00;12.97
46.000;f_1.91;166.16;0.00;12.97
46.000;f_1.88;-86.70;0.00;12.97
46.100;f_0.0;130.55;-0.04;9.36
46.100;f_1.89;-20.48;0.00;12.97
46.100;f_1.90;76.20;0.00;12.97
46.100;f_1.91;165.28;0.00;12.97
46.100;f_1.88;-88.65;0.00;12.97
46.200;f_0.0;130.66;-0.04;9.36
46.200;f_1.89;-22.64;0.00;12.97
46.200;f_1.90;74.13;0.00;12.97
46.200;f_1.91;164.37;0.00;12.97
46.200;f_1.88;-90.54;0.00;12.97
46.300;f_0.0;130.77;-0.04;9.36
46.300;f_1.89;-24.70;0.00;12.97
46.300;f_1.90;72.16;0.00;12.97
46.300;f_1.91;163.47;0.00;12.97
46.300;f_1.88;-92.34;0.00;12.97
46.400;f_0.0;130.88;-0.04;9.36
46.400;f_1.89;-26.72;0.00;12.97
46.400;f_1.90;70.21;0.00;12.97
46.400;f_1.91;162.52;0.00;12.97
46.500;f_0.0;130.99;-0.04;9.35
46.500;f_1.89;-28.68;0.00;12.97
46.500;f_1.90;68.30;0.00;12.97
46.500;f_1.91;161.56;0.00;12.97
46.600;f_0.0;131.10;-0.04;9.35
46.600;f_1.89;-30.59;0.00;12.97
46.600;f_1.90;66.43;0.00;12.97
46.600;f_1.91;160.59;0.00;12.97
46.700;f_0.0;131.21;-0.04;9.35
46.700;f_1.89;-32.44;0.00;12.97
46.700;f_1.90;64.61;0.00;12.97
46.700;f_1.91;159.60;0.00;12.97
46.800;f_0.0;131.32;-0.04;9.35
46.800;f_1.89;-34.22;0.00;12.97
46.800;f_1.90;62.84;0.00;12.97
46.800;f_1.91;158.62;0.00;12.97
46.900;f_0.0;131.43;-0.04;9.35
46.900;f_1.89;-35.97;0.00;12.97
46.900;f_1.90;61.11;0.00;12.97
46.900;f_1.91;157.62;0.00;12.97
47.000;f_0.0;131.54;-0.04;9.35
47.000;f_1.89;-37.71;0.00;12.97
47.000;f_1.90;59.38;0.00;12.97
47.000;f_1.91;156.58;0.00;12.97
47.100;f_0.0;131.65;-0.04;9.35
47.100;f_1.89;-39.41;0.00;12.97
47.100;f_1.90;57.68;0.00;12.97
47.100;f_1.91;155.52;0.00;12.97
47.200;f_0.0;131.76;-0.04;9.35
47.200;f_1.89;-41.08;0.00;12.97
47.200;f_1.90;56.00;0.00;12.97
47.200;f_1.91;154.45;0.00;12.97
47.300;f_0.0;131.87;-0.04;9.35
47.300;f_1.89;-42.69;0.00;12.97
47.300;f_1.90;54.37;0.00;12.97
47.300;f_1.91;153.38;0.00;12.97
47.400;f_0.0;131.98;-0.04;9.35
47.400;f_1.89;-44.32;0.00;12.97
47.400;f_1.90;52.74;0.00;12.97
47.400;f_1.91;152.27;0.00;12.97
47.500;f_0.0;132.09;-0.04;9.35
47.500;f_1.89;-45.91;0.00;12.97
47.500;f_1.90;51.13;0.00;12.97
47.500;f_1.91;151.13;0.00;12.97
47.600;f_0.0;132.20;-0.04;9.35
47.600;f_1.89;-47.47;0.00;12.97
47.600;f_1.90;49.56;0.00;12.97
47.600;f_1.91;150.01;0.00;12.97
47.700;f_0.0;132.31;-0.04;9.35
47.700;f_1.89;-49.03;0.00;12.97
47.700;f_1.90;47.97;0.00;12.97
47.700;f_1.91;148.83;0.00;12.97
47.800;f_0.0;132.42;-0.04;9.35
47.800;f_1.89;-50.57;0.00;12.97
47.800;f_1.90;46.39;0.00;12.97
47.800;f_1.91;147.65;0.00;12.97
47.900;f_0.0;132.53;-0.04;9.35
47.900;f_1.89;-52.08;0.00;12.97
47.900;f_1.90;44.85;0.00;12.97
47.900;f_1.91;146.47;0.00;12.97
48.000;f_0.0;132.64;-0.04;9.35
48.000;f_1.89;-53.59;0.00;12.97
48.000;f_1.90;43.30;0.00;12.97
48.000;f_1.91;145.24;0.00;12.97
48.100;f_0.0;132.74;-0.04;9.35
48.100;f_1.89;-55.07;0.00;12.97
48.100;f_1.90;41.79;0.00;12.97
48.100;f_1.91;144.02;0.00;12.97
48.200;f_0.0;132.85;-0.04;9.35
48.200;f_1.89;-56.57;0.00;12.97
48.200;f_1.90;40.25;0.00;12.97
48.200;f_1.91;142.76;0.00;12.97
48.300;f_0.0;132.96;-0.04;9.35
48.300;f_1.89;-58.03;0.00;12.97
48.300;f_1.90;38.75;0.00;12.97
48.300;f_1.91;141.51;0.00;12.97
48.400;f_0.0;133.07;-0.04;9.35
48.400;f_1.89;-59.48;0.00;12.97
48.400;f_1.90;37.26;0.00;12.97
48.400;f_1.91;140.26;0.00;12.97
48.500;f_0.0;133.18;-0.04;9.35
48.500;f_1.89;-60.96;0.00;12.97
48.500;f_1.90;35.74;0.00;12.97
48.500;f_1.91;138.99;0.00;12.97
48.600;f_0.0;133.29;-0.04;9.35
48.600;f_1.89;-62.40;0.00;12.97
48.600;f_1.90;34.26;0.00;12.97
48.600;f_1.91;137.74;0.00;12.97
48.700;f_0.0;133.40;-0.04;9.35
48.700;f_1.89;-63.86;0.00;12.97
48.700;f_1.90;32.75;0.00;12.97
48.700;f_1.91;136.48;0.00;12.97
48.800;f_0.0;133.51;-0.04;9.35
48.800;f_1.89;-65.28;0.00;12.97
48.800;f_1.90;31.28;0.00;12.97
48.800;f_1.91;135.23;0.00;12.97
48.900;f_0.0;133.61;-0.04;9.35
48.900;f_1.89;-66.70;0.00;12.97
48.900;f_1.90;29.80;0.00;12.97
48.900;f_1.91;133.99;0.00;12.97
49.000;f_0.0;133.72;-0.04;9.35
49.000;f_1.89;-68.15;0.00;12.97
49.000;f_1.90;28.30;0.00;12.97
49.000;f_1.91;132.72;0.00;12.97
49.000;f_1.92;184.30;0.00;12.97
49.100;f_0.0;133.83;-0.04;9.35
49.100;f_1.89;-69.59;0.00;12.97
49.100;f_1.90;26.81;0.00;12.97
49.100;f_1.91;131.46;0.00;12.97
49.100;f_1.92;184.28;0.00;12.97
49.200;f_0.0;133.94;-0.04;9.35
49.200;f_1.89;-71.03;0.00;12.97
49.200;f_1.90;25.33;0.00;12.97
49.200;f_1.91;130.19;0.00;12.97
49.200;f_1.92;184.24;0.00;12.97
49.300;f_0.0;134.06;-0.04;9.35
49.300;f_1.89;-72.44;0.00;12.97
49.300;f_1.90;23.87;0.00;12.97
49.300;f_1.91;128.95;0.00;12.97
49.300;f_1.92;184.18;0.00;12.97
49.400;f_0.0;134.20;-0.04;9.35
49.400;f_1.89;-73.84;0.00;12.97
49.400;f_1.90;22.42;0.00;12.97
49.400;f_1.91;127.72;0.00;12.97
49.400;f_1.92;184.10;0.00;12.97
49.500;f_0.0;134.40;-0.04;9.35
49.500;f_1.89;-75.27;0.00;12.97
49.500;f_1.90;20.94;0.00;12.97
49.500;f_1.91;126.45;0.00;12.97
49.500;f_1.92;183.98;0.00;12.97
49.600;f_0.0;134.66;-0.04;9.35
49.600;f_1.89;-76.67;0.00;12.97
49.600;f_1.90;19.48;0.00;12.97
49.600;f_1.91;125.20;0.00;12.97
49.600;f_1.92;183.85;0.00;12.97
49.700;f_0.0;134.97;-0.04;9.35
49.700;f_1.89;-78.07;0.00;12.97
49.700;f_1.90;18.03;0.00;12.97
49.700;f_1.91;123.96;0.00;12.97
49.700;f_1.92;183.70;0.00;12.97
49.800;f_0.0;135.35;-0.04;9.34
49.800;f_1.89;-79.47;0.00;12.97
49.800;f_1.90;16.58;0.00;12.97
49.800;f_1.91;122.72;0.00;12.97
49.800;f_1.92;183.52;0.00;12.97
49.900;f_0.0;135.78;-0.04;9.34
49.900;f_1.89;-80.86;0.00;12.97
49.900;f_1.90;15.13;0.00;12.97
49.900;f_1.91;121.48;0.00;12.97
49.900;f_1.92;183.33;0.00;12.97
50.000;f_0.0;136.25;-0.04;9.34
50.000;f_1.89;-82.28;0.00;12.97
50.000;f_1.90;13.65;0.00;12.97
50.000;f_1.91;120.22;0.00;12.97
50.000;f_1.92;183.10;0.00;12.97
50.100;f_0.0;136.75;-0.04;9.34
50.100;f_1.89;-83.67;0.00;12.97
50.100;f_1.90;12.20;0.00;12.97
50.100;f_1.91;118.98;0.00;12.97
50.100;f_1.92;182.87;0.00;12.97
50.200;f_0.0;137.26;-0.04;9.34
50.200;f_1.89;-85.09;0.00;12.97
50.200;f_1.90;10.72;0.00;12.97
50.200;f_1.91;117.71;0.00;12.97
50.200;f_1.92;182.61;0.00;12.97
50.300;f_0.0;137.77;-0.04;9.34
50.300;f_1.89;-86.48;0.00;12.97
50.300;f_1.90;9.28;0.00;12.97
50.300;f_1.91;116.48;0.00;12.97
50.300;f_1.92;182.34;0.00;12.97
50.400;f_0.0;138.31;-0.04;9.34
50.400;f_1.89;-87.87;0.00;12.97
50.400;f_1.90;7.84;0.00;12.97
50.400;f_1.91;115.24;0.00;12.97
50.400;f_1.92;182.05;0.00;12.97
50.500;f_0.0;138.89;-0.04;9.34
50.500;f_1.89;-89.26;0.00;12.97
50.500;f_1.90;6.39;0.00;12.97
50.500;f_1.91;113.99;0.00;12.97
50.500;f_1.92;181.75;0.00;12.97
50.600;f_0.0;139.53;-0.04;9.33
50.600;f_1.89;-90.65;0.00;12.97
50.600;f_1.90;4.95;0.00;12.97
50.600;f_1.91;112.75;0.00;12.97
50.600;f_1.92;181.43;0.00;12.97
50.700;f_0.0;140.21;-0.04;9.33
50.700;f_1.89;-92.04;0.00;12.97
50.700;f_1.90;3.51;0.00;12.97
50.700;f_1.91;111.51;0.00;12.97
50.700;f_1.92;181.09;0.00;12.97
50.800;f_0.0;140.96;-0.04;9.33
50.800;f_1.89;-93.43;0.00;12.97
50.800;f_1.90;2.07;0.00;12.97
50.800;f_1.91;110.27;0.00;12.97
50.800;f_1.92;180.73;0.00;12.97
50.900;f_0.0;141.75;-0.04;9.33
50.900;f_1.89;-94.82;0.00;12.97
50.900;f_1.90;0.62;0.00;12.97
50.900;f_1.91;109.03;0.00;12.97
50.900;f_1.92;180.35;0.00;12.97
51.000;f_0.0;142.59;-0.04;9.33
51.000;f_1.89;-96.21;0.00;12.97
51.000;f_1.90;-0.82;0.00;12.97
51.000;f_1.91;107.79;0.00;12.97
51.000;f_1.92;179.94;0.00;12.97
51.100;f_0.0;143.49;-0.04;9.33
51.100;f_1.89;-97.63;0.00;12.97
51.100;f_1.90;-2.29;0.00;12.97
51.100;f_1.91;106.52;0.00;12.97
51.100;f_1.92;179.49;0.00;12.97
51.200;f_0.0;144.43;-0.04;9.32
51.200;f_1.90;-3.73;0.00;12.97
51.200;f_1.91;105.27;0.00;12.97
51.200;f_1.92;179.04;0.00;12.97
51.300;f_0.0;145.42;-0.04;9.32
51.300;f_1.90;-5.20;0.00;12.97
51.300;f_1.91;104.00;0.00;12.97
51.300;f_1.92;178.55;0.00;12.97
51.400;f_0.0;146.45;-0.04;9.32
51.400;f_1.90;-6.67;0.00;12.97
51.400;f_1.91;102.74;0.00;12.97
51.400;f_1.92;178.04;0.00;12.97
51.500;f_0.0;147.52;-0.04;9.32
51.500;f_1.90;-8.13;0.00;12.97
51.500;f_1.91;101.48;0.00;12.97
51.500;f_1.92;177.50;0.00;12.97
51.600;f_0.0;148.64;-0.04;9.31
51.600;f_1.90;-9.59;0.00;12.97
51.600;f_1.91;100.22;0.00;12.97
51.600;f_1.92;176.94;0.00;12.97
51.700;f_0.0;149.80;-0.04;9.31
51.700;f_1.90;-11.05;0.00;12.97
51.700;f_1.91;98.95;0.00;12.97
51.700;f_1.92;176.36;0.00;12.97
51.800;f_0.0;150.99;-0.04;9.31
51.800;f_1.90;-12.51;0.00;12.97
51.800;f_1.91;97.70;0.00;12.97
51.800;f_1.92;175.75;0.00;12.97
51.900;f_0.0;152.22;-0.04;9.30
51.900;f_1.90;-13.94;0.00;12.97
51.900;f_1.91;96.46;0.00;12.97
51.900;f_1.92;175.15;0.00;12.97
52.000;f_0.0;153.50;-0.04;9.30
52.000;f_1.90;-15.39;0.00;12.97
52.000;f_1.91;95.20;0.00;12.97
52.000;f_1.92;174.51;0.00;12.97
52.100;f_0.0;154.81;-0.04;9.30
52.100;f_1.90;-16.82;0.00;12.97
52.100;f_1.91;93.97;0.00;12.97
52.100;f_1.92;173.88;0.00;12.97
52.200;f_0.0;156.16;-0.04;9.29
52.200;f_1.90;-18.25;0.00;12.97
52.200;f_1.91;92.73;0.00;12.97
52.200;f_1.92;173.22;0.00;12.97
52.300;f_0.0;157.55;-0.04;9.29
52.300;f_1.90;-19.72;0.00;12.97
52.300;f_1.91;91.47;0.00;12.97
52.300;f_1.92;172.52;0.00;12.97
52.400;f_0.0;158.98;-0.04;9.29
52.400;f_1.90;-21.15;0.00;12.97
52.400;f_1.91;90.23;0.00;12.97
52.400;f_1.92;171.83;0.00;12.97
52.500;f_0.0;160.44;-0.05;9.28
52.500;f_1.90;-22.59;0.00;12.97
52.500;f_1.91;88.99;0.00;12.97
52.500;f_1.92;171.12;0.00;12.97
52.600;f_0.0;161.95;-0.05;9.28
52.600;f_1.90;-24.04;0.00;12.97
52.600;f_1.91;87.73;0.00;12.97
52.600;f_1.92;170.37;0.00;12.97
52.700;f_0.0;163.50;-0.05;9.28
52.700;f_1.90;-25.50;0.00;12.97
52.700;f_1.91;86.47;0.00;12.97
52.700;f_1.92;169.61;0.00;12.97
52.800;f_0.0;165.08;-0.05;9.27
52.800;f_1.90;-26.96;0.00;12.97
52.800;f_1.91;85.21;0.00;12.97
52.800;f_1.92;168.82;0.00;12.97
52.900;f_0.0;166.70;-0.05;9.27
52.900;f_1.90;-28.39;0.00;12.97
52.900;f_1.91;83.97;0.00;12.97
52.900;f_1.92;168.04;0.00;12.97
53.000;f_0.0;168.36;-0.05;9.27
53.000;f_1.90;-29.82;0.00;12.97
53.000;f_1.91;82.74;0.00;12.97
53.000;f_1.92;167.22;0.00;12.97
53.100;f_0.0;170.04;-0.05;9.26
53.100;f_1.90;-31.25;0.00;12.97
53.100;f_1.91;81.50;0.00;12.97
53.100;f_1.92;166.39;0.00;12.97
53.200;f_0.0;171.71;-0.05;9.26
53.200;f_1.90;-32.69;0.00;12.97
53.200;f_1.91;80.26;0.00;12.97
53.200;f_1.92;165.54;0.00;12.97
53.300;f_0.0;173.38;-0.05;9.25
53.300;f_1.90;-34.15;0.00;12.97
53.300;f_1.91;78.99;0.00;12.97
53.300;f_1.92;164.65;0.00;12.97
53.400;f_0.0;175.05;-0.05;9.25
53.400;f_1.90;-35.59;0.00;12.97
53.400;f_1.91;77.75;0.00;12.97
53.400;f_1.92;163.77;0.00;12.97
53.500;f_0.0;176.72;-0.05;9.22
53.500;f_1.90;-37.05;0.00;12.97
53.500;f_1.91;76.49;0.00;12.97
53.500;f_1.92;162.85;0.00;12.97
53.600;f_0.0;178.37;-0.05;9.06
53.600;f_1.90;-38.49;0.00;12.97
53.600;f_1.91;75.25;0.00;12.97
53.600;f_1.92;161.93;0.00;12.97
53.700;f_0.0;179.99;-0.05;8.72
53.700;f_1.90;-39.94;0.00;12.97
53.700;f_1.91;73.99;0.00;12.97
53.700;f_1.92;160.96;0.00;12.97
53.800;f_0.0;181.55;-0.05;8.24
53.800;f_1.90;-41.38;0.00;12.97
53.800;f_1.91;72.75;0.00;12.97
53.800;f_1.92;160.00;0.00;12.97
53.900;f_0.0;183.04;-0.05;7.64
53.900;f_1.90;-42.82;0.00;12.97
53.900;f_1.91;71.51;0.00;12.97
53.900;f_1.92;159.02;0.00;12.97
54.000;f_0.0;184.44;-0.05;6.91
54.000;f_1.90;-44.28;0.00;12.97
54.000;f_1.91;70.25;0.00;12.97
54.000;f_1.92;157.99;0.00;12.97
54.100;f_0.0;185.74;-0.05;6.05
54.100;f_1.90;-45.72;0.00;12.97
54.100;f_1.91;69.01;0.00;12.97
54.100;f_1.92;156.96;0.00;12.97
54.200;f_0.0;186.93;-0.05;5.09
54.200;f_1.90;-47.18;0.00;12.97
54.200;f_1.91;67.75;0.00;12.97
54.200;f_1.92;155.89;0.00;12.97
54.300;f_0.0;188.02;-0.04;4.07
54.300;f_1.90;-48.63;0.00;12.97
54.300;f_1.91;66.49;0.00;12.97
54.300;f_1.92;154.79;0.00;12.97
54.400;f_0.0;189.00;-0.04;2.98
54.400;f_1.90;-50.06;0.00;12.97
54.400;f_1.91;65.25;0.00;12.97
54.400;f_1.92;153.70;0.00;12.97
54.500;f_0.0;189.89;-0.04;1.84
54.500;f_1.90;-51.52;0.00;12.97
54.500;f_1.91;63.99;0.00;12.97
54.500;f_1.92;152.57;0.00;12.97
54.600;f_0.0;190.66;-0.04;0.67
54.600;f_1.90;-52.98;0.00;12.97
54.600;f_1.91;62.73;0.00;12.97
54.600;f_1.92;151.42;0.00;12.97
54.700;f_0.0;191.34;-0.04;-0.55
54.700;f_1.90;-54.44;0.00;12.97
54.700;f_1.91;61.47;0.00;12.97
54.700;f_1.92;150.25;0.00;12.97
54.800;f_0.0;191.90;-0.04;-1.79
54.800;f_1.90;-55.90;0.00;12.97
54.800;f_1.91;60.20;0.00;12.97
54.800;f_1.92;149.06;0.00;12.97
54.900;f_0.0;192.33;-0.04;-3.06
54.900;f_1.90;-57.33;0.00;12.97
54.900;f_1.91;58.97;0.00;12.97
54.900;f_1.92;147.88;0.00;12.97
55.000;f_0.0;192.60;-0.04;-4.36
55.000;f_1.91;57.74;0.00;12.97
55.000;f_1.92;146.69;0.00;12.97
55.100;f_0.0;192.71;-0.04;-5.69
55.100;f_1.91;56.50;0.00;12.97
55.100;f_1.92;145.48;0.00;12.97
55.200;f_0.0;192.67;-0.04;-7.05
55.200;f_1.91;55.27;0.00;12.97
55.200;f_1.92;144.24;0.00;12.97
55.300;f_0.0;192.45;-0.04;-8.42
55.300;f_1.91;54.03;0.00;12.97
55.300;f_1.92;142.98;0.00;12.97
55.400;f_0.0;192.06;-0.04;-9.80
55.400;f_1.91;52.79;0.00;12.97
55.400;f_1.92;141.70;0.00;12.97
55.500;f_0.0;191.60;-0.05;-11.19
55.500;f_1.91;51.53;0.00;12.97
55.500;f_1.92;140.36;0.00;12.97
55.600;f_0.0;191.13;-0.05;-12.63
55.600;f_1.91;50.26;0.00;12.97
55.600;f_1.92;139.00;0.00;12.97
55.700;f_0.0;190.64;-0.05;-14.12
55.700;f_1.91;49.00;0.00;12.97
55.700;f_1.92;137.63;0.00;12.97
55.800;f_0.0;190.10;-0.05;-15.64
55.800;f_1.91;47.74;0.00;12.97
55.800;f_1.92;136.25;0.00;12.97
55.900;f_0.0;189.53;-0.05;-17.20
55.900;f_1.91;46.51;0.00;12.97
55.900;f_1.92;134.91;0.00;12.97
56.000;f_0.0;188.93;-0.05;-18.76
56.000;f_1.91;45.24;0.00;12.97
56.000;f_1.92;133.54;0.00;12.97
56.100;f_0.0;188.32;-0.05;-20.32
56.100;f_1.91;44.01;0.00;12.97
56.100;f_1.92;132.19;0.00;12.97
56.200;f_0.0;187.71;-0.05;-21.88
56.200;f_1.93;184.30;0.00;12.97
56.200;f_1.91;42.74;0.00;12.97
56.200;f_1.92;130.81;0.00;12.97
56.300;f_0.0;187.21;-0.05;-23.49
56.300;f_1.93;184.28;0.00;12.97
56.300;f_1.91;41.48;0.00;12.97
56.300;f_1.92;129.44;0.00;12.97
56.400;f_0.0;186.79;-0.05;-25.11
